R 0,0,0,1,0,0,47
BW 0,0,0,1,0,0,44
BW 0,0,0,1,0,0,45
BW 0,0,0,1,0,0,46
BW 0,0,0,1,0,0,47
BR 0,0,0,0,0,0,48
BR 0,0,0,0,0,0,49
BR 0,0,0,0,0,0,50
BR 0,0,0,0,0,0,51
R 0,0,0,1,0,0,48
R 0,0,0,1,0,0,49
R 0,0,0,1,0,0,50
R 0,0,0,1,0,0,51
BW 0,0,0,1,0,0,48
BW 0,0,0,1,0,0,49
BW 0,0,0,1,0,0,50
BW 0,0,0,1,0,0,51
BR 0,0,0,0,0,0,52
BR 0,0,0,0,0,0,53
BR 0,0,0,0,0,0,54
BR 0,0,0,0,0,0,55
R 0,0,0,1,0,0,52
R 0,0,0,1,0,0,53
R 0,0,0,1,0,0,54
R 0,0,0,1,0,0,55
BW 0,0,0,1,0,0,52
BW 0,0,0,1,0,0,53
BW 0,0,0,1,0,0,54
BW 0,0,0,1,0,0,55
BR 0,0,0,0,0,0,56
BR 0,0,0,0,0,0,57
BR 0,0,0,0,0,0,58
BR 0,0,0,0,0,0,59
R 0,0,0,1,0,0,56
R 0,0,0,1,0,0,57
R 0,0,0,1,0,0,58
R 0,0,0,1,0,0,59
BW 0,0,0,1,0,0,56
BW 0,0,0,1,0,0,57
BW 0,0,0,1,0,0,58
BW 0,0,0,1,0,0,59
BR 0,0,0,0,0,0,60
BR 0,0,0,0,0,0,61
BR 0,0,0,0,0,0,62
BR 0,0,0,0,0,0,63
R 0,0,0,1,0,0,60
R 0,0,0,1,0,0,61
R 0,0,0,1,0,0,62
R 0,0,0,1,0,0,63
BW 0,0,0,1,0,0,60
BW 0,0,0,1,0,0,61
BW 0,0,0,1,0,0,62
BW 0,0,0,1,0,0,63
BR 0,0,0,0,0,1,0
BR 0,0,0,0,0,1,1
BR 0,0,0,0,0,1,2
BR 0,0,0,0,0,1,3
R 0,0,0,1,0,1,0
R 0,0,0,1,0,1,1
R 0,0,0,1,0,1,2
R 0,0,0,1,0,1,3
BW 0,0,0,1,0,1,0
BW 0,0,0,1,0,1,1
BW 0,0,0,1,0,1,2
BW 0,0,0,1,0,1,3
BR 0,0,0,0,0,1,4
BR 0,0,0,0,0,1,5
BR 0,0,0,0,0,1,6
BR 0,0,0,0,0,1,7
R 0,0,0,1,0,1,4
R 0,0,0,1,0,1,5
R 0,0,0,1,0,1,6
R 0,0,0,1,0,1,7
BW 0,0,0,1,0,1,4
BW 0,0,0,1,0,1,5
BW 0,0,0,1,0,1,6
BW 0,0,0,1,0,1,7
BR 0,0,0,0,0,1,8
BR 0,0,0,0,0,1,9
BR 0,0,0,0,0,1,10
BR 0,0,0,0,0,1,11
R 0,0,0,1,0,1,8
R 0,0,0,1,0,1,9
R 0,0,0,1,0,1,10
R 0,0,0,1,0,1,11
BW 0,0,0,1,0,1,8
BW 0,0,0,1,0,1,9
BW 0,0,0,1,0,1,10
BW 0,0,0,1,0,1,11
BR 0,0,0,0,0,1,12
BR 0,0,0,0,0,1,13
BR 0,0,0,0,0,1,14
BR 0,0,0,0,0,1,15
R 0,0,0,1,0,1,12
R 0,0,0,1,0,1,13
R 0,0,0,1,0,1,14
R 0,0,0,1,0,1,15
BW 0,0,0,1,0,1,12
BW 0,0,0,1,0,1,13
BW 0,0,0,1,0,1,14
BW 0,0,0,1,0,1,15
BR 0,0,0,0,0,1,16
BR 0,0,0,0,0,1,17
BR 0,0,0,0,0,1,18
BR 0,0,0,0,0,1,19
R 0,0,0,1,0,1,16
R 0,0,0,1,0,1,17
R 0,0,0,1,0,1,18
R 0,0,0,1,0,1,19
BW 0,0,0,1,0,1,16
BW 0,0,0,1,0,1,17
BW 0,0,0,1,0,1,18
BW 0,0,0,1,0,1,19
BR 0,0,0,0,0,1,20
BR 0,0,0,0,0,1,21
BR 0,0,0,0,0,1,22
BR 0,0,0,0,0,1,23
R 0,0,0,1,0,1,20
R 0,0,0,1,0,1,21
R 0,0,0,1,0,1,22
R 0,0,0,1,0,1,23
BW 0,0,0,1,0,1,20
BW 0,0,0,1,0,1,21
BW 0,0,0,1,0,1,22
BW 0,0,0,1,0,1,23
BR 0,0,0,0,0,1,24
BR 0,0,0,0,0,1,25
BR 0,0,0,0,0,1,26
BR 0,0,0,0,0,1,27
R 0,0,0,1,0,1,24
R 0,0,0,1,0,1,25
R 0,0,0,1,0,1,26
R 0,0,0,1,0,1,27
BW 0,0,0,1,0,1,24
BW 0,0,0,1,0,1,25
BW 0,0,0,1,0,1,26
BW 0,0,0,1,0,1,27
